Id;Lon;Lat;Z_DSM;Bearing;DistanceValue;DistanceUnit;Z_sampled;dZ
537;0;0;93.3258;201.7999;8.5058;m;;
538;0;0;92.8648;201.8;8.1941;m;;
539;0;0;92.3708;201.8;7.6467;m;;
540;0;0;92.3708;201.8;6.9773;m;;
541;0;0;92.3708;201.8;7.0844;m;;
542;0;0;92.3708;201.8001;6.9764;m;;
543;0;0;92.3708;201.8001;8.5208;m;;
544;0;0;93.2951;201.8001;7.2157;m;;
545;0;0;93.2951;201.8002;8.3985;m;;
546;0;0;93.2951;201.8002;7.2259;m;;
547;0;0;93.2951;201.8002;7.8888;m;;
548;0;0;93.2925;201.8002;9.0943;m;;
549;0;0;93.2925;201.8003;9.1059;m;;
550;0;0;93.2925;201.8003;7.7177;m;;
551;0;0;94.1778;201.8003;8.2499;m;;
552;0;0;94.2695;201.8004;8.2977;m;;
553;0;0;94.2695;201.8004;7.8243;m;;
554;0;0;94.2695;201.8004;7.4808;m;;
555;0;0;94.2695;201.8004;6.9536;m;;
556;0;0;94.3709;201.8005;8.6131;m;;
557;0;0;94.3709;201.8005;7.1143;m;;
558;0;0;93.1226;201.8005;8.667;m;;
559;0;0;93.1226;201.8006;8.4632;m;;
560;0;0;93.2937;201.8006;7.3981;m;;
561;0;0;93.2937;201.8006;8.8714;m;;
562;0;0;93.2937;201.8006;8.1274;m;;
563;0;0;93.2937;201.8007;7.1226;m;;
564;0;0;93.2937;201.8007;7.0846;m;;
565;0;0;94.196;201.8007;7.4109;m;;
566;0;0;94.196;201.8008;8.3405;m;;
567;0;0;94.196;201.8008;8.8393;m;;
568;0;0;94.196;201.8008;8.7773;m;;
569;0;0;96.0749;201.8008;7.5408;m;;
570;0;0;96.0749;201.8009;8.285;m;;
571;0;0;96.2339;201.8009;7.0389;m;;
572;0;0;96.2339;201.8009;8.026;m;;
573;0;0;97.0943;201.801;7.4435;m;;
574;0;0;97.0943;201.801;7.008;m;;
575;0;0;97.0943;201.801;8.3789;m;;
576;0;0;97.0943;201.801;8.0024;m;;
577;0;0;96.4712;201.8011;8.9416;m;;
578;0;0;96.4712;201.8011;8.5664;m;;
579;0;0;96.4712;201.8011;9.0882;m;;
580;0;0;96.4712;201.8012;6.9923;m;;
581;0;0;95.4424;201.8012;6.9247;m;;
582;0;0;95.4424;201.8012;7.4505;m;;
583;0;0;95.4424;201.8013;9.1128;m;;
584;0;0;95.4424;201.8013;7.5631;m;;
585;0;0;95.4424;201.8013;7.2904;m;;
586;0;0;94.878;201.8013;8.4664;m;;
587;0;0;94.878;201.8014;7.5266;m;;
588;0;0;94.878;201.8014;8.6544;m;;
589;0;0;94.878;201.8014;7.2722;m;;
590;0;0;94.6977;201.8014;7.7946;m;;
591;0;0;94.6977;201.8015;7.2175;m;;
592;0;0;94.6977;201.8015;8.8174;m;;
593;0;0;94.6977;201.8015;8.8827;m;;
594;0;0;94.4517;201.8016;7.2226;m;;
595;0;0;94.4517;201.8016;8.0023;m;;
596;0;0;94.4517;201.8016;8.477;m;;
597;0;0;94.7975;201.8016;7.0055;m;;
598;0;0;95.2588;201.8017;8.3576;m;;
599;0;0;95.2588;201.8017;7.3717;m;;
600;0;0;95.2588;201.8017;6.942;m;;
601;0;0;95.2588;201.8018;8.8519;m;;
602;0;0;95.2043;201.8018;8.2715;m;;
603;0;0;95.2043;201.8018;8.0521;m;;
604;0;0;95.2043;201.8019;8.3743;m;;
605;0;0;95.2043;201.8019;8.8412;m;;
606;0;0;95.2043;201.8019;7.4886;m;;
607;0;0;94.7282;201.8019;8.8874;m;;
608;0;0;94.7282;201.802;7.4275;m;;
609;0;0;94.7282;201.802;7.5594;m;;
610;0;0;96.1059;201.802;7.0469;m;;
611;0;0;96.5518;201.8021;7.9828;m;;
612;0;0;96.5518;201.8021;7.5889;m;;
613;0;0;96.5518;201.8021;7.6394;m;;
614;0;0;96.5518;201.8021;8.8482;m;;
615;0;0;96.5623;201.8022;8.1488;m;;
616;0;0;99.1582;201.8022;7.7514;m;;
617;0;0;99.1582;201.8022;6.8685;m;;
618;0;0;99.1582;201.8022;7.8132;m;;
619;0;0;100.3319;201.8023;7.0078;m;;
620;0;0;100.3319;201.8023;7.6948;m;;
621;0;0;100.3319;201.8023;7.9813;m;;
622;0;0;100.3319;201.8024;7.8928;m;;
623;0;0;100.3319;201.8024;8.0748;m;;
624;0;0;99.7045;201.8024;8.1912;m;;
625;0;0;99.7045;201.8025;8.9639;m;;
626;0;0;99.7045;201.8025;8.6409;m;;
627;0;0;96.8667;201.8025;8.8089;m;;
628;0;0;96.8667;201.8025;7.5419;m;;
629;0;0;97.1636;201.8026;7.646;m;;
630;0;0;97.1636;201.8026;6.8379;m;;
631;0;0;97.1636;201.8026;6.8934;m;;
632;0;0;95.6602;201.8026;7.8993;m;;
633;0;0;95.6602;201.8027;7.3521;m;;
634;0;0;95.6602;201.8027;7.6637;m;;
635;0;0;95.6602;201.8027;8.4268;m;;
636;0;0;96.8964;201.8028;7.5093;m;;
637;0;0;96.8964;201.8028;7.4733;m;;
638;0;0;96.8964;201.8028;7.3778;m;;
639;0;0;96.8964;201.8028;8.3124;m;;
640;0;0;96.8964;201.8029;8.3859;m;;
641;0;0;96.3735;201.8029;7.0716;m;;
642;0;0;96.3735;201.8029;7.72;m;;
643;0;0;96.3735;201.803;7.5002;m;;
644;0;0;96.3735;201.803;8.3671;m;;
645;0;0;96.0604;201.803;9.0487;m;;
646;0;0;96.0604;201.803;7.5711;m;;
647;0;0;96.0604;201.8031;8.1833;m;;
648;0;0;96.0604;201.8031;8.7319;m;;
649;0;0;96.0133;201.8031;8.8897;m;;
650;0;0;96.0133;201.8032;7.6556;m;;
651;0;0;96.0133;201.8032;8.7873;m;;
652;0;0;96.0133;201.8032;7.0297;m;;
653;0;0;96.3268;201.8033;8.3742;m;;
654;0;0;96.3268;201.8033;8.2288;m;;
655;0;0;96.3268;201.8033;7.8963;m;;
656;0;0;98.7565;201.8033;8.5005;m;;
657;0;0;99.9102;201.8034;8.0065;m;;
658;0;0;99.9102;201.8034;8.5437;m;;
659;0;0;99.9102;201.8034;7.7586;m;;
660;0;0;99.9102;201.8035;8.317;m;;
661;0;0;97.6275;201.8035;6.9668;m;;
662;0;0;97.6275;201.8035;8.9088;m;;
663;0;0;97.6275;201.8035;6.9194;m;;
664;0;0;97.6275;201.8036;7.1173;m;;
665;0;0;97.6275;201.8036;7.0466;m;;
666;0;0;97.7773;201.8036;8.1011;m;;
667;0;0;97.7773;201.8036;7.1469;m;;
668;0;0;97.7773;201.8037;7.6477;m;;
669;0;0;101.3937;201.8037;7.9395;m;;
670;0;0;99.8558;201.8037;7.5478;m;;
671;0;0;99.8558;201.8038;7.6516;m;;
672;0;0;99.8558;201.8038;8.3962;m;;
673;0;0;99.8558;201.8038;8.7491;m;;
674;0;0;99.4253;201.8039;8.4557;m;;
675;0;0;99.4253;201.8039;6.8963;m;;
676;0;0;106.4238;201.8039;8.7526;m;;
677;0;0;106.4238;201.8039;8.5723;m;;
678;0;0;106.5565;201.804;7.6306;m;;
679;0;0;106.5565;201.804;7.196;m;;
680;0;0;106.5565;201.804;9.1004;m;;
681;0;0;106.5565;201.8041;7.7868;m;;
682;0;0;106.2234;201.8041;7.8414;m;;
683;0;0;106.2234;201.8041;7.9222;m;;
684;0;0;106.2234;201.8041;8.7021;m;;
685;0;0;106.2234;201.8042;9.102;m;;
686;0;0;105.236;201.8042;8.507;m;;
687;0;0;105.236;201.8042;7.5477;m;;
688;0;0;111.6619;201.8043;8.036;m;;
689;0;0;111.6619;201.8043;8.7899;m;;
690;0;0;108.5641;201.8043;7.1431;m;;
691;0;0;108.5641;201.8043;7.3551;m;;
692;0;0;108.5641;201.8044;8.3673;m;;
693;0;0;108.5641;201.8044;7.2883;m;;
694;0;0;108.5641;201.8044;8.9295;m;;
695;0;0;110.9399;201.8045;9.113;m;;
696;0;0;110.9399;201.8045;7.4233;m;;
697;0;0;110.9399;201.8045;7.9721;m;;
698;0;0;110.9399;201.8045;7.5672;m;;
699;0;0;113.6652;201.8046;8.1267;m;;
700;0;0;113.6652;201.8046;7.8859;m;;
701;0;0;113.6652;201.8046;7.802;m;;
702;0;0;113.6652;201.8047;7.3214;m;;
703;0;0;114.1942;201.8047;8.1777;m;;
704;0;0;114.1942;201.8047;7.0528;m;;
705;0;0;114.1942;201.8047;8.9945;m;;
706;0;0;114.1942;201.8048;7.9581;m;;
707;0;0;113.2888;201.8048;7.1888;m;;
708;0;0;119.3318;201.8048;8.3253;m;;
709;0;0;119.3318;201.8049;7.3006;m;;
710;0;0;119.3318;201.8049;8.7138;m;;
711;0;0;120.2705;201.8049;7.5437;m;;
712;0;0;120.2705;201.805;8.6298;m;;
713;0;0;120.2705;201.805;7.4755;m;;
714;0;0;127.7313;201.805;8.9769;m;;
715;0;0;127.7313;201.805;7.088;m;;
716;0;0;129.2903;201.8051;8.5815;m;;
717;0;0;129.2903;201.8051;8.7675;m;;
718;0;0;129.2903;201.8051;8.6205;m;;
719;0;0;129.2903;201.8052;7.6502;m;;
720;0;0;129.2164;201.8052;7.9884;m;;
721;0;0;129.2164;201.8052;7.8567;m;;
722;0;0;129.2164;201.8052;8.9774;m;;
723;0;0;129.2164;201.8053;7.6745;m;;
724;0;0;126.6784;201.8053;6.9906;m;;
725;0;0;126.6784;201.8053;8.308;m;;
726;0;0;126.6784;201.8054;7.5506;m;;
727;0;0;130.701;201.8054;7.8378;m;;
728;0;0;129.6173;201.8054;7.9725;m;;
729;0;0;129.6173;201.8054;7.9237;m;;
730;0;0;129.6173;201.8055;7.6911;m;;
731;0;0;129.6173;201.8055;7.4518;m;;
732;0;0;133.0852;201.8055;8.0021;m;;
733;0;0;133.0852;201.8056;7.0188;m;;
734;0;0;137.9691;201.8056;7.5565;m;;
735;0;0;137.9691;201.8056;7.4505;m;;
736;0;0;137.9691;201.8056;7.9689;m;;
737;0;0;137.9019;201.8057;8.0374;m;;
738;0;0;137.9019;201.8057;7.3148;m;;
739;0;0;137.9019;201.8057;8.63;m;;
740;0;0;137.9019;201.8057;7.3149;m;;
741;0;0;137.9195;201.8058;8.7863;m;;
742;0;0;137.9195;201.8058;8.2668;m;;
743;0;0;137.9195;201.8058;7.2128;m;;
744;0;0;137.9195;201.8059;9.1132;m;;
745;0;0;137.6515;201.8059;8.1603;m;;
746;0;0;137.6515;201.8059;7.585;m;;
747;0;0;141.6704;201.806;8.6104;m;;
748;0;0;141.6704;201.806;7.4896;m;;
749;0;0;140.8111;201.806;8.3693;m;;
750;0;0;140.8111;201.806;7.5934;m;;
751;0;0;140.8111;201.8061;8.3771;m;;
752;0;0;140.8111;201.8061;7.939;m;;
753;0;0;141.9355;201.8061;8.0346;m;;
754;0;0;141.9355;201.8062;8.3296;m;;
755;0;0;141.9355;201.8062;8.9534;m;;
756;0;0;141.9355;201.8062;7.6497;m;;
757;0;0;141.9694;201.8062;8.2865;m;;
758;0;0;141.9694;201.8063;8.5172;m;;
759;0;0;141.9694;201.8063;8.2837;m;;
760;0;0;141.9694;201.8063;8.5735;m;;
761;0;0;141.1508;201.8064;9.0542;m;;
762;0;0;141.1508;201.8064;7.6773;m;;
763;0;0;141.1508;201.8064;7.236;m;;
764;0;0;141.1508;201.8065;6.869;m;;
765;0;0;141.1508;201.8065;8.0251;m;;
766;0;0;139.247;201.8065;7.3839;m;;
767;0;0;139.247;201.8065;7.4058;m;;
768;0;0;139.247;201.8066;8.9448;m;;
769;0;0;139.247;201.8066;7.0954;m;;
770;0;-6.39E-05;137.2847;201.8066;7.1109;m;;
771;0;-8.94E-05;137.2847;201.8066;7.6145;m;;
772;-2.54E-05;-0.00015328;137.2847;201.8067;7.6107;m;;
773;0;-0.00015328;138.2416;201.8067;7.4622;m;;
774;0;-6.39E-05;132.0309;201.8067;6.9772;m;;
775;0;0;132.0309;201.8068;7.2457;m;;
776;0;0;132.0309;201.8068;8.0413;m;;
777;0;0;132.0309;201.8068;7.2203;m;;
778;0;0;132.0309;201.8068;7.1179;m;;
779;0;0;130.2905;201.8069;8.6164;m;;
780;0;0;130.2905;201.8069;7.1992;m;;
781;0;0;130.2905;201.8069;7.5642;m;;
782;0;0;130.2905;201.8069;8.7438;m;;
783;0;0;129.95;201.807;8.5019;m;;
784;0;0;129.95;201.807;7.4978;m;;
785;0;0;129.95;201.807;8.7002;m;;
786;0;0;126.9761;201.8071;7.6715;m;;
787;0;0;127.7711;201.8071;9.086;m;;
788;0;0;127.7711;201.8071;8.6016;m;;
789;0;0;127.7711;201.8072;7.5406;m;;
790;0;0;127.7711;201.8072;8.2019;m;;
791;0;0;128.4095;201.8072;7.8916;m;;
792;0;0;128.4095;201.8072;7.262;m;;
793;0;0;125.0879;201.8073;7.4422;m;;
794;0;0;125.0879;201.8073;7.701;m;;
795;0;0;125.0879;201.8073;6.9462;m;;
796;0;0;125.0256;201.8073;7.6845;m;;
797;0;0;125.0256;201.8074;8.1813;m;;
798;0;0;125.0256;201.8074;7.6582;m;;
799;0;0;125.0256;201.8074;7.5243;m;;
800;0;0;125.0521;201.8075;7.7837;m;;
801;0;0;125.0521;201.8075;7.4492;m;;
802;0;0;125.0521;201.8075;7.5089;m;;
803;0;0;125.0521;201.8075;7.2817;m;;
804;0;0;125.1948;201.8076;7.908;m;;
805;0;0;125.1948;201.8076;7.0624;m;;
806;0;0;118.2802;201.8076;8.2838;m;;
807;0;0;118.2802;205.3992;7.7911;m;;
808;0;0;118.2802;224.9661;6.1515;m;;
809;0;0;117.5697;224.9661;6.6721;m;;
810;0;0;117.5697;224.9661;7.3221;m;;
811;0;0;113.2804;224.9661;7.3873;m;;
812;0;0;113.2804;224.9662;5.6665;m;;
813;0;0;113.2804;224.9662;6.1139;m;;
814;0;0;113.2804;224.9662;6.3525;m;;
815;0;0;113.2804;224.9662;6.8605;m;;
816;0;0;111.7374;224.9663;6.8737;m;;
817;0;0;111.7374;224.9663;7.4602;m;;
818;0;0;111.7374;224.9663;6.6216;m;;
819;0;0;111.3352;224.9664;5.742;m;;
820;0;0;111.3352;224.9664;6.0257;m;;
821;0;0;111.3352;224.9664;6.7461;m;;
822;0;0;111.3352;224.9664;7.1795;m;;
823;0;0;114.5;224.9665;7.0535;m;;
824;0;0;114.5;224.9665;7.5101;m;;
825;0;0;114.5;224.9665;6.3431;m;;
826;0;0;114.5;224.9665;6.781;m;;
827;0;0;114.5;224.9666;6.1957;m;;
828;0;0;114.5;224.9666;6.6146;m;;
829;0;0;114.6417;224.9666;6.927;m;;
830;0;0;114.6417;224.9666;6.2651;m;;
831;0;0;119.0846;224.9667;6.6937;m;;
832;0;0;119.0846;224.9667;7.3116;m;;
833;0;0;119.0846;224.9667;5.95;m;;
834;0;0;119.0846;224.9668;6.5117;m;;
835;0;0;119.0846;224.9668;5.945;m;;
836;0;0;120.9818;224.9668;6.9753;m;;
837;0;0;120.9818;224.9668;5.7688;m;;
838;0;0;120.9818;224.9669;6.7208;m;;
839;0;0;120.9818;224.9669;6.2027;m;;
840;0;0;120.9818;224.9669;7.2814;m;;
841;0;0;120.9818;224.9669;6.5108;m;;
842;0;0;118.3065;224.967;5.8122;m;;
843;0;0;118.3065;224.967;7.0439;m;;
844;0;0;121.5339;224.967;5.7507;m;;
845;0;0;121.5339;224.967;5.7381;m;;
846;0;0;121.5339;224.9671;6.1542;m;;
847;0;0;121.5339;224.9671;6.2895;m;;
848;0;0;122.838;224.9671;7.4071;m;;
849;0;0;120.6741;224.9671;5.7656;m;;
850;0;0;120.6741;224.9672;5.9644;m;;
851;0;0;120.6741;224.9672;6.84;m;;
852;0;0;120.6741;224.9672;6.1095;m;;
853;0;0;120.6741;224.9672;5.8927;m;;
854;0;0;120.6741;224.9673;6.5186;m;;
855;0;0;120.6741;224.9673;6.4245;m;;
856;0;0;117.332;224.9673;6.5485;m;;
857;0;0;118.7542;224.9673;7.3882;m;;
858;0;0;118.7542;224.9674;6.5522;m;;
859;0;0;118.7542;224.9674;6.4578;m;;
860;0;0;118.7542;224.9674;6.8157;m;;
861;0;0;118.4017;224.9674;7.3171;m;;
862;0;0;118.4017;224.9675;7.0392;m;;
863;0;0;115.4409;224.9675;6.1706;m;;
864;0;0;115.4409;224.9675;6.85;m;;
865;0;0;115.4409;224.9675;5.9876;m;;
866;0;0;115.4409;224.9676;6.9496;m;;
867;0;0;115.4409;224.9676;6.6335;m;;
868;0;0;115.4409;224.9676;7.3345;m;;
869;0;0;113.1207;224.9677;6.3494;m;;
870;0;0;113.1207;224.9677;7.5043;m;;
871;0;0;113.1207;224.9677;6.1023;m;;
872;0;0;113.1207;224.9677;6.4744;m;;
873;0;0;114.531;224.9678;6.0675;m;;
874;0;0;114.531;224.9678;6.3813;m;;
875;0;0;114.531;224.9678;5.7834;m;;
876;0;0;113.8712;224.9678;6.9085;m;;
877;0;0;113.8712;224.9679;5.9044;m;;
878;0;0;113.8712;224.9679;7.1376;m;;
879;0;0;113.8712;224.9679;6.3007;m;;
880;0;0;113.8712;224.9679;6.0258;m;;
881;0;0;113.8712;224.968;6.3607;m;;
882;0;0;114.1011;224.968;6.0049;m;;
883;0;0;112.6943;224.968;5.9174;m;;
884;0;0;112.6943;224.968;6.4045;m;;
885;0;0;112.6943;224.9681;6.6299;m;;
886;0;0;114.1643;224.9681;7.127;m;;
887;0;0;114.1643;224.9681;6.9431;m;;
888;0;0;114.1643;224.9681;7.1792;m;;
889;0;0;112.9502;224.9682;7.2538;m;;
890;0;0;112.9502;224.9682;6.4532;m;;
891;0;0;112.9502;224.9682;6.8022;m;;
892;0;0;112.9502;224.9683;6.9111;m;;
893;0;0;112.9502;224.9683;7.467;m;;
894;0;0;113.4747;224.9683;6.2744;m;;
895;0;0;113.4747;224.9683;6.6396;m;;
896;0;0;114.5711;224.9684;7.4956;m;;
897;0;0;114.5711;224.9684;6.9498;m;;
898;0;0;114.8217;224.9684;5.8586;m;;
899;0;0;114.8217;224.9684;6.6812;m;;
900;0;0;114.8217;224.9685;6.006;m;;
901;0;0;114.8217;224.9685;6.3478;m;;
902;0;0;114.8217;224.9685;6.6848;m;;
903;0;0;117.2327;224.9685;6.1214;m;;
904;0;0;117.2327;224.9686;6.5763;m;;
905;0;0;117.2327;224.9686;6.7892;m;;
906;0;0;117.2327;224.9686;5.9428;m;;
907;0;0;115.9592;224.9687;7.0249;m;;
908;0;0;115.9592;224.9687;6.7287;m;;
909;0;0;119.4244;224.9687;6.1986;m;;
910;0;0;119.4244;224.9687;6.3075;m;;
911;0;0;117.3483;224.9688;6.6245;m;;
912;0;0;117.3483;224.9688;6.172;m;;
913;0;0;117.3483;224.9688;6.3143;m;;
914;0;0;117.3483;224.9688;7.4505;m;;
915;0;0;117.3483;224.9689;7.0003;m;;
916;0;0;121.4512;224.9689;7.3336;m;;
917;0;0;121.4512;224.9689;6.0052;m;;
918;0;0;121.4512;224.9689;6.3859;m;;
919;0;0;118.3777;224.969;5.8624;m;;
920;0;0;118.3777;224.969;6.1529;m;;
921;0;0;118.3777;224.969;7.3519;m;;
922;0;0;118.3777;224.969;6.6389;m;;
923;0;0;118.9728;224.9691;6.2344;m;;
924;0;0;118.9728;224.9691;6.4792;m;;
925;0;0;118.9728;224.9691;7.3961;m;;
926;0;0;118.9728;224.9692;7.4605;m;;
927;0;0;118.9728;224.9692;6.1349;m;;
928;0;0;118.9728;224.9692;6.6897;m;;
929;0;0;123.6046;224.9692;6.3394;m;;
930;0;0;123.6046;224.9693;5.7005;m;;
931;0;0;119.5758;224.9693;6.6121;m;;
932;0;0;119.5758;224.9693;6.3851;m;;
933;0;0;119.5758;224.9693;6.279;m;;
934;0;0;119.5758;224.9694;7.076;m;;
935;0;0;118.2267;224.9694;6.9443;m;;
936;0;0;120.3017;224.9694;5.7823;m;;
937;0;0;120.3017;224.9694;5.9128;m;;
938;0;0;120.3017;224.9695;7.492;m;;
939;0;0;120.3017;224.9695;6.737;m;;
940;0;0;120.3017;224.9695;6.2119;m;;
941;0;0;120.3017;224.9695;7.2307;m;;
942;0;0;120.3017;224.9696;6.0992;m;;
943;0;0;124.6083;224.9696;6.2433;m;;
944;0;0;121.1136;224.9696;5.9923;m;;
945;0;0;121.1136;224.9696;5.6726;m;;
946;0;0;121.1136;224.9697;6.7887;m;;
947;0;0;121.1136;224.9697;6.9126;m;;
948;0;0;120.9609;224.9697;5.6789;m;;
949;0;0;120.9609;224.9697;5.6721;m;;
950;0;0;122.0456;224.9698;7.5079;m;;
951;0;0;122.0456;224.9698;7.2265;m;;
952;0;0;122.326;224.9698;7.3831;m;;
953;0;0;122.326;224.9699;6.4901;m;;
954;0;0;122.326;224.9699;7.2837;m;;
955;0;0;122.326;224.9699;7.1651;m;;
956;0;0;123.4846;224.9699;7.4871;m;;
957;0;0;123.4846;224.97;7.3633;m;;
958;0;0;123.4846;224.97;6.4555;m;;
959;0;0;123.4846;224.97;6.8614;m;;
960;0;0;125.0957;224.9701;6.9905;m;;
961;0;0;125.0957;224.9701;6.9771;m;;
962;0;0;125.4633;224.9701;7.1656;m;;
963;0;0;125.4633;224.9701;7.5236;m;;
964;0;0;125.4633;224.9702;5.8871;m;;
965;0;0;125.4633;224.9702;7.3124;m;;
966;0;0;125.4633;224.9702;5.6934;m;;
967;0;0;125.4633;224.9702;6.5134;m;;
968;0;0;130.8014;224.9703;5.912;m;;
969;0;0;128.4298;224.9703;6.4802;m;;
970;0;0;128.4298;224.9703;6.3729;m;;
971;0;0;128.4298;224.9703;5.986;m;;
972;0;0;128.4298;224.9704;6.0879;m;;
973;0;0;138.1103;224.9704;6.1238;m;;
974;0;0;138.1103;224.9704;7.1901;m;;
975;0;0;138.1103;224.9704;6.0746;m;;
976;0;0;137.0508;224.9705;6.7909;m;;
977;0;0;137.0508;224.9705;7.4041;m;;
978;0;0;137.0508;224.9705;6.2395;m;;
979;0;0;137.0508;224.9705;6.7538;m;;
980;0;0;137.0508;224.9706;7.2688;m;;
981;0;0;148.8117;224.9706;5.7998;m;;
982;0;0;148.3589;224.9706;6.9641;m;;
983;0;0;148.3589;224.9707;6.3389;m;;
984;0;0;148.3589;224.9707;7.4584;m;;
985;0;0;154.6593;224.9707;5.9545;m;;
986;0;0;154.6593;224.9707;6.6859;m;;
987;0;0;154.6593;224.9708;6.189;m;;
988;0;0;154.6593;224.9708;6.5014;m;;
989;0;0;156.7896;224.9708;6.1578;m;;
990;0;0;156.7896;224.9708;7.1951;m;;
991;0;0;156.7896;224.9709;6.6504;m;;
992;0;0;156.7896;224.9709;6.2713;m;;
993;0;0;160.3284;224.9709;5.7655;m;;
994;0;0;160.3284;224.9709;7.5129;m;;
995;0;0;160.9208;224.971;7.3516;m;;
996;0;0;160.9208;224.971;6.0041;m;;
997;0;0;163.3716;224.971;6.9508;m;;
998;0;0;163.3716;224.971;6.3641;m;;
999;0;0;163.3716;224.9711;5.7837;m;;
1000;0;0;163.3716;224.9711;6.3733;m;;
1001;0;0;163.3716;224.9711;6.1553;m;;
1002;0;0;163.8867;224.9712;7.3629;m;;
1003;0;0;163.8867;224.9712;7.4347;m;;
1004;0;0;163.8867;224.9712;6.4399;m;;
1005;0;0;163.8867;224.9712;7.1511;m;;
1006;0;0;166.0954;224.9713;7.1664;m;;
1007;0;0;166.0954;224.9713;7.4037;m;;
1008;0;0;165.9186;224.9713;6.8012;m;;
1009;0;0;167.3534;224.9713;6.7609;m;;
1010;0;0;167.3534;224.9714;6.9791;m;;
1011;0;0;167.3534;224.9714;6.5948;m;;
1012;0;0;167.3534;224.9714;7.4133;m;;
1013;0;0;167.3534;224.9715;7.0479;m;;
1014;0;0;167.3534;224.9715;5.6717;m;;
1015;0;0;169.3049;224.9715;7.3053;m;;
1016;0;0;169.3049;224.9715;6.5347;m;;
1017;0;0;169.3049;224.9716;5.7094;m;;
1018;0;0;172.1842;224.9716;6.4334;m;;
1019;0;0;172.1842;224.9716;5.8607;m;;
1020;0;0;172.1842;224.9716;7.0709;m;;
1021;0;0;172.1842;224.9717;5.9754;m;;
1022;0;0;177.7242;224.9717;6.564;m;;
1023;0;0;177.7242;224.9717;7.2598;m;;
1024;0;0;177.7242;224.9717;7.358;m;;
1025;0;0;177.7242;224.9718;5.8701;m;;
1026;0;0;177.7242;224.9718;6.0575;m;;
1027;0;0;177.7242;224.9718;7.388;m;;
1028;0;0;181.5622;224.9718;6.5805;m;;
1029;0;0;181.5622;224.9719;5.6536;m;;
1030;0;0;182.4307;224.9719;6.6229;m;;
1031;0;0;182.4307;224.9719;7.0284;m;;
1032;0;0;182.4307;224.972;7.3046;m;;
1033;0;0;182.4307;224.972;6.0799;m;;
1034;0;0;179.6655;224.972;6.284;m;;
1035;0;0;177.3815;224.972;7.507;m;;
1036;0;0;177.3815;224.9721;7.0901;m;;
1037;0;0;177.3815;224.9721;7.3792;m;;
1038;0;0;177.3815;224.9721;6.465;m;;
1039;0;0;177.3815;224.9721;7.3593;m;;
1040;0;0;177.3815;224.9722;6.3317;m;;
1041;0;0;176.3458;224.9722;6.135;m;;
1042;0;0;174.8087;224.9722;7.0869;m;;
1043;0;0;174.8087;224.9722;6.752;m;;
1044;0;0;174.8087;224.9723;5.7174;m;;
1045;0;0;174.8087;224.9723;5.7858;m;;
1046;0;0;174.8087;224.9723;7.0126;m;;
1047;0;0;175.1068;224.9724;7.2092;m;;
1048;0;0;176.0781;224.9724;6.585;m;;
1049;0;0;176.0781;224.9724;6.6838;m;;
1050;0;0;176.0781;224.9724;5.9684;m;;
1051;0;0;176.0781;224.9725;6.5803;m;;
1052;0;0;176.0781;224.9725;5.8896;m;;
1053;0;0;176.0781;224.9725;6.2259;m;;
1054;0;0;176.0781;224.9725;5.7264;m;;
1055;0;0;181.6496;224.9725;6.1536;m;;
1056;0;0;181.6496;224.9726;6.9898;m;;
1057;0;0;181.6496;224.9726;6.0099;m;;
1058;0;0;181.6496;224.9726;6.9232;m;;
1059;0;0;188.2548;224.9727;6.743;m;;
1060;0;0;188.2548;224.9727;7.4189;m;;
1061;0;0;188.9793;224.9727;6.6658;m;;
1062;0;0;188.9793;224.9727;6.5422;m;;
1063;0;0;188.9793;224.9728;6.3332;m;;
1064;0;0;188.9793;224.9728;6.8015;m;;
1065;0;0;188.9793;224.9728;7.2146;m;;
